d_arcsec,_RAJ2000,_DEJ2000,Star,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,Mass,logL,e_logL,VMAG,Pl_,SimbadName,_RA,_DE,_RAJ2000_2,_DEJ2000_2,recno,catID,vsini,w_vsini,o_vsini,n_vsini,Simbad,_RA_2,_DE_2,starname,err_rv_scaled
0.00072,286.7186031,-37.8106583,HD 177565,5627,19,4.389999866485596,0.029999999329447746,0.07999999821186066,0.009999999776482582,0.9359999895095825,0.878000020980835,0.014000000432133675,4.980000019073486,no,HD 177565,286.7186,-37.81066,286.7186031,-37.8106581,21314,HD 177565,2.700000047683716,3.0,1,,Simbad,286.7186,-37.81066,HD177565,0.6618615870199844
0.005326,286.6054956,-11.8974047,HD 177758,5862,23,4.409999847412109,0.019999999552965164,-0.5799999833106995,0.019999999552965164,0.8299999833106995,1.562000036239624,0.02800000086426735,4.309999942779541,no,HD 177758,286.6055,-11.8974,286.6054944,-11.8974056,21305,HD 177758,3.5999999046325684,3.0,1,,Simbad,286.60549,-11.89741,HD177758,nan
0.029249,288.8884492,-24.1793522,HD 179949,6287,28,4.539999961853027,0.03999999910593033,0.20999999344348907,0.019999999552965164,1.284999966621399,1.815000057220459,0.01899999938905239,4.090000152587891,yes,HD 179949,288.88845,-24.17935,288.8884581,-24.1793519,21467,HD 179949,6.300000190734863,6.0,2,,Simbad,288.88846,-24.17935,HD179949,1.1511510741159043
0.003069,289.2175581,-10.971775,HD 180409,6013,18,4.519999980926514,0.019999999552965164,-0.17000000178813934,0.009999999776482582,1.031999945640564,1.1319999694824219,0.020999999716877937,4.630000114440918,no,HD 180409,289.21756,-10.97177,289.2175578,-10.9717758,21493,HD 180409 A,1.7999999523162842,3.0,1,,Simbad,289.21756,-10.97178,HD180409,0.9212429684644703
0.010869,291.2898594,-66.4687975,HD 181433,4962,134,4.369999885559082,0.25999999046325684,0.33000001311302185,0.12999999523162842,0.781000018119812,0.30799999833106995,0.026000000536441803,6.309999942779541,no,HD 181433,291.28986,-66.4688,291.2898661,-66.4687989,21657,HD 181433,1.7999999523162842,3.0,1,,Simbad,291.28987,-66.4688,HD181433,0.4729455648043617
0.00703,292.7196625,-6.5144233,HD 183658,5803,17,4.400000095367432,0.019999999552965164,0.029999999329447746,0.009999999776482582,0.9900000095367432,1.2079999446868896,0.029999999329447746,4.599999904632568,no,HD 183658,292.71966,-6.51442,292.7196606,-6.5144228,21758,HD 183658 A,2.700000047683716,3.0,1,,Simbad,292.71966,-6.51442,HD183658,0.6870238603790949
0.007842,293.0279364,-11.2749422,HD 183870,5029,47,4.489999771118164,0.09000000357627869,-0.07000000029802322,0.029999999329447746,0.7310000061988831,0.32100000977516174,0.014000000432133675,6.25,no,HD 183870,293.02794,-11.27494,293.0279342,-11.2749419,21778,HD 183870,4.5,10.0,4,,Simbad,293.02793,-11.27494,HD183870,nan
0.000605,295.3069817,-32.8733544,HD 185615,5570,20,4.340000152587891,0.029999999329447746,0.07999999821186066,0.019999999552965164,0.9070000052452087,0.8529999852180481,0.04100000113248825,5.019999980926514,no,HD 185615,295.30698,-32.87335,295.3069819,-32.8733544,21941,HD 185615,1.7999999523162842,3.0,1,,Simbad,295.30698,-32.87335,HD185615,0.6175451782874186
0.009716,300.4668717,-69.1879439,HD 188748,5623,17,4.429999828338623,0.029999999329447746,-0.11999999731779099,0.009999999776482582,0.9079999923706055,0.6850000023841858,0.03400000184774399,5.25,no,HD 188748,300.46687,-69.18794,300.4668658,-69.1879422,22299,HD 188748,1.7999999523162842,3.0,1,,Simbad,300.46687,-69.18794,HD188748,0.6829860683719207
0.009,301.3865192,-67.3208969,HD 189567,5726,15,4.409999847412109,0.009999999776482582,-0.23999999463558197,0.009999999776482582,0.871999979019165,0.9869999885559082,0.010999999940395355,4.829999923706055,no,HD 189567,301.38652,-67.3209,301.3865192,-67.3208944,22371,HD 189567,1.7999999523162842,3.0,1,,Simbad,301.38652,-67.32089,HD189567,0.7921252608294362
0.009163,300.3866694,-16.8689972,HD 189625,5846,22,4.429999828338623,0.029999999329447746,0.18000000715255737,0.019999999552965164,1.065000057220459,1.1230000257492065,0.02800000086426735,4.670000076293945,no,HD 189625,300.38667,-16.869,300.3866689,-16.8689947,22295,HD 189625,2.700000047683716,3.0,1,,Simbad,300.38667,-16.86899,HD189625,0.5279878435746959
0.007066,302.1817017,-66.1820683,HD 190248,5604,38,4.260000228881836,0.05999999865889549,0.33000001311302185,0.029999999329447746,0.9929999709129333,1.2230000495910645,0.003000000026077032,4.619999885559082,no,HD 190248,302.1817,-66.18207,302.1817064,-66.1820678,22461,HD 190248,2.0,6.0,2,,Simbad,302.18171,-66.18207,HD190248,0.6011457179098332
0.012647,301.8319569,-35.5386331,HD 190647,5639,24,4.179999828338623,0.03999999910593033,0.23000000417232513,0.019999999552965164,1.0089999437332153,1.9459999799728394,0.052000001072883606,4.110000133514404,yes,HD 190647,301.83196,-35.53863,301.8319528,-35.5386342,22422,HD 190647,0.8999999761581421,3.0,1,,Simbad,301.83195,-35.53863,HD190647,0.3725075247779279
0.007577,302.4506794,-51.7182394,HD 190954,5430,24,4.460000038146973,0.029999999329447746,-0.4099999964237213,0.019999999552965164,0.7160000205039978,0.5920000076293945,0.03999999910593033,5.449999809265137,no,HD 190954,302.45068,-51.71824,302.4506761,-51.7182389,22494,HD 190954,2.700000047683716,3.0,1,,Simbad,302.45068,-51.71824,HD190954,0.67658098748383
0.014946,303.3315314,-36.302405,HD 191847,5066,42,4.449999809265137,0.07999999821186066,-0.11999999731779099,0.029999999329447746,0.8159999847412109,0.2980000078678131,0.061000000685453415,6.320000171661377,no,HD 191847,303.33153,-36.3024,303.3315361,-36.3024033,22572,HD 191847,0.8999999761581421,3.0,1,,Simbad,303.33154,-36.3024,HD191847,0.5031527862551639
0.005136,305.1007419,-75.5778744,HD 192117,5479,35,4.480000019073486,0.05999999865889549,-0.03999999910593033,0.029999999329447746,0.8939999938011169,0.5770000219345093,0.03200000151991844,5.46999979019165,no,HD 192117,305.10074,-75.57787,305.1007475,-75.5778747,22731,HD 192117,2.700000047683716,3.0,1,,Simbad,305.10075,-75.57787,HD192117,0.5915762836864142
0.005986,303.8224619,-27.0329767,HD 192310,5166,49,4.510000228881836,0.09000000357627869,-0.03999999910593033,0.029999999329447746,0.7990000247955322,0.38499999046325684,0.007000000216066837,6.0,no,HD 192310,303.82246,-27.03298,303.8224633,-27.0329756,22622,HD 192310,0.6000000238418579,5.0,2,,Simbad,303.82246,-27.03298,HD192310,0.5526282825838484
0.002605,304.9382706,-25.2285997,HD 193193,5979,13,4.400000095367432,0.019999999552965164,-0.05000000074505806,0.009999999776482582,1.062000036239624,2.009000062942505,0.035999998450279236,4.019999980926514,no,HD 193193,304.93827,-25.2286,304.9382714,-25.2285997,22716,HD 193193,2.700000047683716,3.0,1,,Simbad,304.93827,-25.2286,HD193193,0.7743484206671949
0.008788,307.9207944,-35.5241614,HD 195302,5063,50,4.440000057220459,0.10999999940395355,0.019999999552965164,0.029999999329447746,0.796999990940094,0.33399999141693115,0.054999999701976776,6.190000057220459,no,HD 195302,307.92079,-35.52416,307.9207931,-35.5241636,22923,HD 195302 A,1.7999999523162842,3.0,1,,Simbad,307.92079,-35.52416,HD195302,0.5083953817006419
0.00792,308.0987317,-9.8533836,HD 195564,5676,16,4.03000020980835,0.019999999552965164,0.05999999865889549,0.009999999776482582,0.9990000128746033,2.7200000286102295,0.017999999225139618,3.740000009536743,no,HD 195564,308.09873,-9.85338,308.0987317,-9.8533814,22933,HD 195564,1.7999999523162842,3.0,1,,Simbad,308.09873,-9.85338,HD195564,0.6696357842117628
0.012487,309.4654592,-60.6344819,HD 196050,5917,23,4.320000171661377,0.019999999552965164,0.23000000417232513,0.019999999552965164,1.149999976158142,1.8009999990463257,0.03700000047683716,4.139999866485596,yes,HD 196050,309.46546,-60.63448,309.4654606,-60.6344853,23019,HD 196050,3.5999999046325684,3.0,1,,Simbad,309.46546,-60.63449,HD196050,0.7142146872294661
0.006832,310.0489825,-23.7738675,HD 196761,5415,16,4.429999828338623,0.029999999329447746,-0.3100000023841858,0.009999999776482582,0.7590000033378601,0.5519999861717224,0.009999999776482582,5.53000020980835,no,HD 196761,310.04898,-23.77387,310.0489839,-23.7738661,23065,HD 196761,1.7999999523162842,3.0,1,,Simbad,310.04898,-23.77387,HD196761,0.6760383649340393
0.009034,310.0930592,-24.1180306,HD 196800,6010,19,4.369999885559082,0.029999999329447746,0.1899999976158142,0.009999999776482582,1.1660000085830688,1.9240000247955322,0.032999999821186066,4.059999942779541,no,HD 196800,310.09306,-24.11803,310.0930603,-24.1180283,23073,HD 196800,3.5999999046325684,3.0,1,,Simbad,310.09306,-24.11803,HD196800,nan
0.00698,310.6225339,-5.3012428,HD 197210,5577,20,4.420000076293945,0.03999999910593033,-0.029999999329447746,0.009999999776482582,0.9010000228881836,0.7129999995231628,0.03099999949336052,5.210000038146973,no,HD 197210,310.62253,-5.30124,310.622535,-5.3012444,23111,HD 197210,2.0999999046325684,5.0,2,,Simbad,310.62253,-5.30124,HD197210,0.6140691561633056
0.00458,311.8192456,-35.1540833,HD 197823,5396,32,4.409999847412109,0.05999999865889549,0.11999999731779099,0.019999999552965164,0.8500000238418579,0.699999988079071,0.03799999877810478,5.28000020980835,no,HD 197823,311.81925,-35.15408,311.8192467,-35.1540842,23191,HD 197823,1.7999999523162842,3.0,1,,Simbad,311.81925,-35.15408,HD197823,0.5767019508063489
0.009429,312.0632917,-12.4543039,HD 198075,5846,18,4.559999942779541,0.019999999552965164,-0.23999999463558197,0.009999999776482582,1.0360000133514404,0.734000027179718,0.041999999433755875,5.130000114440918,no,HD 198075,312.06329,-12.4543,312.0632925,-12.4543014,23212,HD 198075,2.700000047683716,3.0,1,,Simbad,312.06329,-12.4543,HD198075,0.8273154585625042
0.009133,315.0241456,-69.5794364,HD 199190,5926,17,4.260000228881836,0.019999999552965164,0.15000000596046448,0.009999999776482582,1.159999966621399,2.0390000343322754,0.02199999988079071,4.010000228881836,no,HD 199190,315.02415,-69.57944,315.0241525,-69.5794356,23411,HD 199190,2.700000047683716,3.0,1,,Simbad,315.02415,-69.57944,HD199190,0.41490586367690313
0.002295,314.4169544,-44.1293717,HD 199288,5765,19,4.5,0.019999999552965164,-0.6299999952316284,0.009999999776482582,0.7609999775886536,0.9649999737739563,0.014999999664723873,4.849999904632568,no,HD 199288,314.41695,-44.12937,314.4169547,-44.1293711,23366,HD 199288,2.700000047683716,3.0,1,,Simbad,314.41695,-44.12937,HD199288,0.9031227971649772
0.009747,315.1410006,-4.7302614,HD 199960,5973,26,4.389999866485596,0.05000000074505806,0.2800000011920929,0.019999999552965164,1.1779999732971191,1.8639999628067017,0.023000000044703484,4.099999904632568,no,HD 199960,315.141,-4.73026,315.1410033,-4.7302617,23419,HD 199960,3.5999999046325684,3.0,1,,Simbad,315.141,-4.73026,HD199960,0.6756278552645534
0.006845,316.9413431,-67.9203128,HD 200505,5052,45,4.46999979019165,0.07000000029802322,-0.44999998807907104,0.029999999329447746,0.6769999861717224,0.2750000059604645,0.026000000536441803,6.409999847412109,no,HD 200505,316.94134,-67.92031,316.9413433,-67.9203147,23564,HD 200505,1.7999999523162842,3.0,1,,Simbad,316.94134,-67.92031,HD200505,nan
0.015594,319.2588831,-1.0774272,HD 202605,5658,25,4.489999771118164,0.029999999329447746,0.18000000715255737,0.019999999552965164,0.9760000109672546,0.9190000295639038,0.04899999871850014,4.920000076293945,no,HD 202605,319.25888,-1.07743,319.2588872,-1.0774258,23717,HD 202605,4.699999809265137,4.0,2,,Simbad,319.25889,-1.07743,HD202605,0.5972689925979164
0.018678,320.4736683,-4.1742961,HD 203384,5586,35,4.400000095367432,0.05000000074505806,0.25999999046325684,0.019999999552965164,0.9700000286102295,0.8349999785423279,0.035999998450279236,5.039999961853027,no,HD 203384,320.47367,-4.1743,320.4736731,-4.1742981,23825,HD 203384,3.700000047683716,2.0,1,,Simbad,320.47367,-4.1743,HD203384,0.6075558912531229
0.013513,320.8440239,-41.5525136,HD 203432,5645,25,4.389999866485596,0.03999999910593033,0.28999999165534973,0.019999999552965164,0.9940000176429749,1.0980000495910645,0.03400000184774399,4.730000019073486,no,HD 203432,320.84402,-41.55251,320.8440189,-41.5525139,23846,HD 203432,1.7999999523162842,3.0,1,,Simbad,320.84402,-41.55251,HD203432,0.5120929443824633
0.010415,321.7435589,-56.125265,HD 203850,4879,41,4.510000228881836,0.10000000149011612,-0.6800000071525574,0.029999999329447746,0.6050000190734863,0.20100000500679016,0.024000000208616257,6.820000171661377,no,HD 203850,321.74356,-56.12526,321.7435547,-56.1252633,23914,HD 203850,2.700000047683716,3.0,1,,Simbad,321.74355,-56.12526,HD203850,0.650555295935453
0.011823,322.0508594,-21.7262547,HD 204313,5776,22,4.380000114440918,0.019999999552965164,0.18000000715255737,0.019999999552965164,1.0210000276565552,1.190999984741211,0.04399999976158142,4.619999885559082,yes,HD 204313,322.05086,-21.72625,322.0508628,-21.7262556,23934,HD 204313,1.7999999523162842,3.0,1,,Simbad,322.05086,-21.72626,HD204313,0.6278760915933006
0.001725,322.6997069,-62.1676036,HD 204385,6033,16,4.440000057220459,0.019999999552965164,0.07000000029802322,0.009999999776482582,1.125,1.718999981880188,0.026000000536441803,4.179999828338623,no,HD 204385,322.69971,-62.1676,322.6997061,-62.1676039,23991,HD 204385,2.700000047683716,3.0,1,,Simbad,322.69971,-62.1676,HD204385,0.8510079154852032
0.004774,325.1240558,-74.0742817,HD 205536,5442,23,4.380000114440918,0.03999999910593033,-0.05000000074505806,0.019999999552965164,0.8320000171661377,0.6510000228881836,0.013000000268220901,5.340000152587891,no,HD 205536,325.12406,-74.07428,325.1240531,-74.0742806,24158,HD 205536,1.7999999523162842,3.0,1,,Simbad,325.12405,-74.07428,HD205536,0.6314371765958962
0.008726,325.5689381,-57.6129514,HD 206163,5519,22,4.429999828338623,0.029999999329447746,0.009999999776482582,0.019999999552965164,1.0149999856948853,0.5569999814033508,0.03700000047683716,5.489999771118164,no,HD 206163,325.56894,-57.61295,325.56894,-57.6129536,24186,HD 206163,0.8999999761581421,3.0,1,,Simbad,325.56894,-57.61295,HD206163,nan
0.011873,325.1156594,-2.01758,HD 206172,5608,14,4.489999771118164,0.029999999329447746,-0.23999999463558197,0.009999999776482582,0.9670000076293945,0.5440000295639038,0.041999999433755875,5.5,no,HD 206172,325.11566,-2.01758,325.1156561,-2.01758,24159,HD 206172,4.0,0.5,1,,Simbad,325.11566,-2.01758,HD206172,0.6689003733227834
0.00905,327.0656308,-47.303615,HD 207129,5937,13,4.489999771118164,0.019999999552965164,0.0,0.009999999776482582,1.0540000200271606,1.1799999475479126,0.010999999940395355,4.599999904632568,no,HD 207129,327.06563,-47.30361,327.0656272,-47.3036156,24307,HD 207129 A,1.7999999523162842,3.0,1,,Simbad,327.06563,-47.30362,HD207129,0.8100589663731967
0.002268,327.5962644,-16.1965278,HD 207583,5534,27,4.460000038146973,0.029999999329447746,0.009999999776482582,0.019999999552965164,0.9300000071525574,0.6340000033378601,0.03400000184774399,5.349999904632568,no,HD 207583,327.59626,-16.19653,327.5962642,-16.1965272,24340,HD 207583,3.799999952316284,7.0,3,,Simbad,327.59626,-16.19653,HD207583,0.6973036567163562
0.009023,328.6883389,-73.4384842,HD 207700,5666,18,4.289999961853027,0.029999999329447746,0.03999999910593033,0.009999999776482582,0.949999988079071,1.4429999589920044,0.026000000536441803,4.429999828338623,no,HD 207700,328.68834,-73.43848,328.6883336,-73.4384822,24413,HD 207700,1.7999999523162842,3.0,1,,Simbad,328.68833,-73.43848,HD207700,0.617593163806964
0.017058,328.4242267,-28.6706131,HD 207970,5556,25,4.380000114440918,0.029999999329447746,0.07000000029802322,0.019999999552965164,0.8970000147819519,0.8539999723434448,0.028999999165534973,5.019999980926514,no,HD 207970,328.42423,-28.67061,328.4242242,-28.6706089,24397,HD 207970,0.8999999761581421,3.0,1,,Simbad,328.42422,-28.67061,HD207970,nan
0.010253,328.9249819,-29.7061361,HD 208272,5199,40,4.420000076293945,0.07000000029802322,-0.07999999821186066,0.029999999329447746,0.7599999904632568,0.43299999833106995,0.029999999329447746,5.860000133514404,no,HD 208272,328.92498,-29.70614,328.9249825,-29.7061389,24426,HD 208272,1.7999999523162842,3.0,1,,Simbad,328.92498,-29.70614,HD208272,0.6452979921480062
0.008719,329.3326989,-37.7636214,HD 208487,6146,19,4.480000019073486,0.029999999329447746,0.07999999821186066,0.009999999776482582,1.180999994277954,1.5829999446868896,0.039000000804662704,4.25,yes,HD 208487,329.3327,-37.76362,329.3326964,-37.7636228,24453,HD 208487,3.5999999046325684,3.0,1,,Simbad,329.3327,-37.76362,HD208487,0.9922129077557
0.014596,329.6013581,-12.6646583,HD 208704,5826,11,4.380000114440918,0.009999999776482582,-0.09000000357627869,0.009999999776482582,0.9610000252723694,1.343000054359436,0.027000000700354576,4.480000019073486,no,HD 208704,329.60136,-12.66466,329.6013542,-12.6646569,24466,HD 208704,0.8999999761581421,3.0,1,,Simbad,329.60135,-12.66466,HD208704,0.7476069524505358
0.008028,330.8402381,-56.7859761,HD 209100,4754,89,4.449999809265137,0.1899999976158142,-0.20000000298023224,0.03999999910593033,0.6140000224113464,0.2029999941587448,0.0020000000949949026,6.889999866485596,no,HD 209100,330.84024,-56.78598,330.8402419,-56.7859769,24552,HD 209100,1.399999976158142,5.0,2,,Simbad,330.84024,-56.78598,HD209100,0.5993765119719409
0.604899,330.795,18.8844444,HD 209458,6118,25,4.5,0.03999999910593033,0.029999999329447746,0.019999999552965164,1.1469999551773071,1.5399999618530273,0.04100000113248825,4.289999961853027,yes,HD 209458,330.795,18.88444,330.7948836,18.8843175,24548,HD 209458,4.5,3.0,1,,Simbad,330.79488,18.88432,HD209458,nan
0.009546,331.6928933,-45.3924372,HD 209742,5137,49,4.489999771118164,0.07999999821186066,-0.1599999964237213,0.029999999329447746,0.7329999804496765,0.375,0.03200000151991844,6.039999961853027,no,HD 209742,331.69289,-45.39244,331.6928969,-45.3924364,24609,HD 209742,1.7999999523162842,3.0,1,,Simbad,331.6929,-45.39244,HD209742,0.5596247074868086
0.003212,332.3744406,-7.5486542,HD 210277,5505,27,4.300000190734863,0.03999999910593033,0.18000000715255737,0.019999999552965164,0.9049999713897705,0.9670000076293945,0.014999999664723873,4.900000095367432,yes,HD 210277,332.37444,-7.54865,332.3744397,-7.5486542,24651,HD 210277,1.2999999523162842,3.0,1,,Simbad,332.37444,-7.54865,HD210277,0.6171424554057512
0.004886,333.1814075,-6.4689211,HD 210752,5923,23,4.46999979019165,0.029999999329447746,-0.5699999928474426,0.009999999776482582,0.8370000123977661,1.2239999771118164,0.02800000086426735,4.559999942779541,no,HD 210752,333.18141,-6.46892,333.1814067,-6.4689222,24716,HD 210752,1.7999999523162842,3.0,1,,Simbad,333.18141,-6.46892,HD210752,0.8265237601784259
0.012737,333.6610531,-41.3816661,HD 210918,5755,12,4.349999904632568,0.019999999552965164,-0.09000000357627869,0.009999999776482582,0.9330000281333923,1.3229999542236328,0.014000000432133675,4.510000228881836,no,HD 210918,333.66105,-41.38167,333.6610556,-41.3816631,24747,HD 210918,1.7999999523162842,3.0,1,,Simbad,333.66106,-41.38166,HD210918,0.7396634069487682
0.010729,334.5650633,-53.6270736,HD 211415,5850,14,4.389999866485596,0.03999999910593033,-0.20999999344348907,0.009999999776482582,0.9319999814033508,1.0980000495910645,0.00800000037997961,4.690000057220459,no,HD 211415,334.56506,-53.62707,334.5650583,-53.6270733,24794,HD 211415,2.700000047683716,3.0,1,,Simbad,334.56506,-53.62707,HD211415,nan
0.004317,336.8788314,-77.7179225,HD 212301,6271,26,4.550000190734863,0.029999999329447746,0.18000000715255737,0.019999999552965164,1.2760000228881836,1.718000054359436,0.032999999821186066,4.150000095367432,yes,HD 212301,336.87883,-77.71792,336.8788272,-77.7179233,24925,HD 212301,6.300000190734863,3.0,1,,Simbad,336.87883,-77.71792,HD212301,0.44039186203152547
0.009701,336.7599711,-62.5245992,HD 212580,5155,40,4.440000057220459,0.07000000029802322,-0.10999999940395355,0.019999999552965164,0.8220000267028809,0.3490000069141388,0.03500000014901161,6.110000133514404,no,HD 212580,336.75997,-62.5246,336.7599664,-62.5246008,24915,HD 212580,1.7999999523162842,3.0,1,,Simbad,336.75997,-62.5246,HD212580,0.5663103677100804
0.004689,336.8528589,-49.3659506,HD 212708,5681,27,4.349999904632568,0.03999999910593033,0.27000001072883606,0.019999999552965164,1.003000020980835,1.1119999885559082,0.029999999329447746,4.710000038146973,no,HD 212708,336.85286,-49.36595,336.8528569,-49.3659506,24923,HD 212708,1.7999999523162842,3.0,1,,Simbad,336.85286,-49.36595,HD212708,0.6222825966833441
0.021894,337.3134881,-30.0184081,HD 213042,4831,129,4.380000114440918,0.2800000011920929,0.07999999821186066,0.09000000357627869,0.7879999876022339,0.23000000417232513,0.014000000432133675,6.710000038146973,no,HD 213042,337.31349,-30.01841,337.3134811,-30.0184086,24949,HD 213042,0.0,3.0,1,,Simbad,337.31348,-30.01841,HD213042,0.42014933150083156
0.008682,337.75153,-49.4332703,HD 213240,5982,17,4.269999980926514,0.029999999329447746,0.14000000059604645,0.009999999776482582,1.2109999656677246,2.5420000553131104,0.028999999165534973,3.759999990463257,yes,HD 213240,337.75153,-49.43327,337.7515267,-49.4332714,24981,HD 213240,4.0,3.0,1,,Simbad,337.75153,-49.43327,HD213240,0.8647869866665765
0.008682,337.75153,-49.4332703,HD 213240,5982,17,4.269999980926514,0.029999999329447746,0.14000000059604645,0.009999999776482582,1.2109999656677246,2.5420000553131104,0.028999999165534973,3.759999990463257,yes,HD 213240,337.75153,-49.43327,337.7515267,-49.4332714,24982,HD 213240 A,4.5,3.0,1,,Simbad,337.75153,-49.43327,HD213240,0.8647869866665765
0.014833,338.1419144,-6.4671758,HD 213575,5671,13,4.179999828338623,0.019999999552965164,-0.15000000596046448,0.009999999776482582,0.902999997138977,1.8289999961853027,0.026000000536441803,4.170000076293945,no,HD 213575,338.14191,-6.46718,338.1419183,-6.4671744,25012,HD 213575,1.7999999523162842,3.0,1,,Simbad,338.14192,-6.46717,HD213575,0.7069416124404575
0.005074,338.3778519,-35.444545,HD 213628,5555,20,4.440000057220459,0.029999999329447746,0.009999999776482582,0.009999999776482582,0.921999990940094,0.6769999861717224,0.02800000086426735,5.269999980926514,no,HD 213628,338.37785,-35.44454,338.3778517,-35.4445464,25030,HD 213628,1.7999999523162842,3.0,1,,Simbad,338.37785,-35.44455,HD213628,0.5668267056307454
0.0041,339.0320975,-54.6106211,HD 213941,5532,18,4.409999847412109,0.029999999329447746,-0.46000000834465027,0.009999999776482582,0.7300000190734863,0.8479999899864197,0.024000000208616257,5.039999961853027,no,HD 213941,339.0321,-54.61062,339.0320989,-54.6106203,25071,HD 213941,2.700000047683716,3.0,1,,Simbad,339.0321,-54.61062,HD213941,0.7040162275354295
0.004713,339.5459214,-27.4434344,HD 214385,5654,15,4.429999828338623,0.019999999552965164,-0.3400000035762787,0.009999999776482582,0.8059999942779541,0.9380000233650208,0.035999998450279236,4.900000095367432,no,HD 214385,339.54592,-27.44343,339.5459222,-27.4434333,25095,HD 214385,2.700000047683716,3.0,1,,Simbad,339.54592,-27.44343,HD214385,0.7543890024744547
0.009147,340.2298764,-31.9900603,HD 214759,5461,36,4.369999885559082,0.07999999821186066,0.18000000715255737,0.029999999329447746,0.9049999713897705,0.6890000104904175,0.020999999716877937,5.28000020980835,no,HD 214759,340.22988,-31.99006,340.2298739,-31.9900617,25145,HD 214759,1.7999999523162842,3.0,1,,Simbad,340.22987,-31.99006,HD214759,0.3987542421125597
0.011739,340.8387606,-6.4008211,HD 215152,4935,76,4.400000095367432,0.14000000059604645,-0.10000000149011612,0.03999999910593033,0.699999988079071,0.2770000100135803,0.024000000208616257,6.449999809265137,no,HD 215152,340.83876,-6.40082,340.8387578,-6.4008228,25183,HD 215152,7.800000190734863,2.5,2,,Simbad,340.83876,-6.40082,HD215152,0.5261226570091064
0.016091,341.5334744,-48.9788225,HD 215456,5789,15,4.099999904632568,0.029999999329447746,-0.09000000357627869,0.009999999776482582,1.0049999952316284,2.7750000953674316,0.027000000700354576,3.690000057220459,no,HD 215456,341.53347,-48.97882,341.5334811,-48.9788217,25215,HD 215456,1.7999999523162842,3.0,1,,Simbad,341.53348,-48.97882,HD215456,0.7145145987041983
0.002158,343.4080481,-48.5982856,HD 216435,6008,36,4.199999809265137,0.05000000074505806,0.23999999463558197,0.029999999329447746,1.3320000171661377,3.4679999351501465,0.020999999716877937,3.4200000762939453,yes,HD 216435,343.40805,-48.59829,343.4080486,-48.5982861,25350,HD 216435,5.400000095367432,6.0,2,,Simbad,343.40805,-48.59829,HD216435,0.8150894842404361
0.018982,343.9737906,-26.6587631,HD 216770,5424,51,4.380000114440918,0.07000000029802322,0.23999999463558197,0.03999999910593033,0.890999972820282,0.7350000143051147,0.03500000014901161,5.21999979019165,yes,HD 216770,343.97379,-26.65876,343.9737847,-26.6587631,25386,HD 216770,2.700000047683716,3.0,1,,Simbad,343.97378,-26.65876,HD216770,0.5663773824104219
0.014863,343.9582431,-7.82261,HD 216777,5623,13,4.510000228881836,0.019999999552965164,-0.3799999952316284,0.009999999776482582,0.8080000281333923,0.6510000228881836,0.039000000804662704,5.300000190734863,no,HD 216777,343.95824,-7.82261,343.9582394,-7.8226081,25384,HD 216777,0.0,0.5,1,,Simbad,343.95824,-7.82261,HD216777,0.7398882050829776
0.015193,346.6352381,-0.1961414,HD 218249,5009,53,4.519999980926514,0.07999999821186066,-0.4000000059604645,0.029999999329447746,0.7310000061988831,0.2409999966621399,0.0430000014603138,6.550000190734863,no,HD 218249,346.63524,-0.19614,346.6352347,-0.1961439,25579,HD 218249,0.0,0.5,1,,Simbad,346.63523,-0.19614,HD218249,nan
0.00842,348.5274439,-62.7000036,HD 219077,5362,18,4.0,0.029999999329447746,-0.12999999523162842,0.009999999776482582,0.8119999766349792,2.7720000743865967,0.014999999664723873,3.7899999618530273,no,HD 219077,348.52744,-62.7,348.5274394,-62.7000047,25705,HD 219077,0.8999999761581421,3.0,1,,Simbad,348.52744,-62.7,HD219077,0.6760938841673494
0.006403,348.7903367,-56.729215,HD 219249,5482,13,4.5,0.029999999329447746,-0.4000000059604645,0.009999999776482582,0.7620000243186951,0.5389999747276306,0.026000000536441803,5.539999961853027,no,HD 219249,348.79034,-56.72921,348.7903347,-56.7292136,25720,HD 219249,2.700000047683716,3.0,1,,Simbad,348.79033,-56.72921,HD219249,0.7123823144543183
0.033971,350.5990969,-0.41487,HD 220256,5144,48,4.409999847412109,0.07000000029802322,-0.10000000149011612,0.029999999329447746,0.703000009059906,0.5059999823570251,0.04500000178813934,5.710000038146973,no,HD 220256,350.5991,-0.41487,350.5990897,-0.4148639,25842,HD 220256,0.0,0.5,1,,Simbad,350.59909,-0.41486,HD220256,0.5445598601020705
0.019835,350.7703944,-10.7642439,HD 220339,5029,52,4.550000190734863,0.10000000149011612,-0.3499999940395355,0.029999999329447746,0.6660000085830688,0.2919999957084656,0.020999999716877937,6.349999904632568,no,HD 220339,350.77039,-10.76424,350.7704,-10.7642442,25850,HD 220339,3.299999952316284,5.0,2,,Simbad,350.7704,-10.76424,HD220339,0.5855524190939262
0.008871,351.0784342,-72.1651961,HD 220367,6128,25,4.369999885559082,0.03999999910593033,-0.20999999344348907,0.019999999552965164,1.0820000171661377,2.4779999256134033,0.023000000044703484,3.7699999809265137,no,HD 220367,351.07843,-72.1652,351.0784414,-72.165195,25863,HD 220367,3.5999999046325684,3.0,1,,Simbad,351.07844,-72.16519,HD220367,0.9160063161241803
